<galaxypower>	<timestamp>
0.0	27911181.76434249
0.0802675585284	27731438.802840482
0.160535117057	27698829.50502252
0.240802675585	27572350.97555473
0.321070234114	27577094.039824173
0.401337792642	27610266.220464855
0.481605351171	27945060.861273076
0.561872909699	28424677.160617065
0.642140468227	28579765.174797293
0.722408026756	28470773.426149614
0.802675585284	28587178.640688676
0.882943143813	29194609.996201802
0.963210702341	29931766.619819872
1.04347826087	30469844.411112268
1.1237458194	30723038.18054144
1.20401337793	31297469.526296586
1.28428093645	31987041.978199426
1.36454849498	32548736.72394502
1.44481605351	33837823.13516154
1.52508361204	34887490.61869952
1.60535117057	34652224.602800004
1.6856187291	35220358.84694438
1.76588628763	36015106.79156989
1.84615384615	37268866.68811522
1.92642140468	38367464.74977345
2.00668896321	38955208.537501104
2.08695652174	38702016.39859009
2.16722408027	38342447.50449362
2.2474916388	38487881.060069256
2.32775919732	37239493.01500808
2.40802675585	37273346.80053439
2.48829431438	37299239.59045495
2.56856187291	37371889.598355986
2.64882943144	37705664.59558137
2.72909698997	37414862.96253641
2.80936454849	37439046.973848276
2.88963210702	37820878.08746644
2.96989966555	36540895.45951253
3.05016722408	36081836.88085052
3.13043478261	35736049.380184844
3.21070234114	35292830.15069229
3.29096989967	34648303.45184773
3.37123745819	33821124.5993226
3.45150501672	33523906.08453673
3.53177257525	32785953.749809857
3.61204013378	32157615.237570047
3.69230769231	31924353.047539018
3.77257525084	31249449.90429299
3.85284280936	30525927.68761834
3.93311036789	29982239.58510618
4.01337792642	29846190.631421283
4.09364548495	29483896.041747496
4.17391304348	28937448.084653106
4.25418060201	28756193.05179578
4.33444816054	28550047.2796324
4.41471571906	28198797.586599704
4.49498327759	28071154.92999511
4.57525083612	27930675.804198354
4.65551839465	27934830.503627416
4.73578595318	27778880.48075245
4.81605351171	27772637.066998824
4.89632107023	27593248.857011314
4.97658862876	27591345.153730985
5.05685618729	27424510.01368214
5.13712374582	27432684.923562456
5.21739130435	27165842.564406402
5.29765886288	27179453.01252171
5.3779264214	27320553.118772432
5.45819397993	27297041.08174169
5.53846153846	27206185.921217863
5.61872909699	27128258.584584557
5.69899665552	27089821.910496596
5.77926421405	26896176.80583123
5.85953177258	26737139.666996926
5.9397993311	26761849.51235996
6.02006688963	26794483.914776344
6.10033444816	26852167.10611901
6.18060200669	26714923.16540321
6.26086956522	26559010.018541142
6.34113712375	26181552.710013393
