<galaxypower>	<timestamp>
0.0	27012933.588139635
0.0802675585284	26853280.67893064
0.160535117057	26847370.64286849
0.240802675585	26880758.763992228
0.321070234114	26870893.53507449
0.401337792642	26857589.3684972
0.481605351171	26877114.65999202
0.561872909699	26841326.279322274
0.642140468227	26975224.805456154
0.722408026756	27149299.829974767
0.802675585284	27368522.68907781
0.882943143813	27391386.200067606
0.963210702341	27431644.06756314
1.04347826087	27660715.78825431
1.1237458194	27874048.22563466
1.20401337793	28057787.775932588
1.28428093645	28311261.669981074
1.36454849498	28562434.243375853
1.44481605351	28642719.84043379
1.52508361204	28635441.61384673
1.60535117057	28680996.980994266
1.6856187291	28842623.33910408
1.76588628763	28987413.106064055
1.84615384615	29240194.77104093
1.92642140468	29564748.21817001
2.00668896321	29746339.079999432
2.08695652174	29936974.1799938
2.16722408027	30162499.75891251
2.2474916388	30230122.588044606
2.32775919732	30420806.48300099
2.40802675585	30667935.521478254
2.48829431438	30811251.005761582
2.56856187291	30996907.94542338
2.64882943144	31023426.336570926
2.72909698997	31143695.67659231
2.80936454849	31090417.414006323
2.88963210702	31111925.63485625
2.96989966555	31158335.761650022
3.05016722408	31210538.14322942
3.13043478261	31314420.65658812
3.21070234114	31398282.14141418
3.29096989967	31485102.08981158
3.37123745819	31659725.27737798
3.45150501672	31806295.560047694
3.53177257525	31740722.924450267
3.61204013378	31825134.10677996
3.69230769231	31868549.040585857
3.77257525084	31894445.45924368
3.85284280936	31824617.412189074
3.93311036789	31808114.51084187
4.01337792642	31862956.74729174
4.09364548495	31974086.73923438
4.17391304348	31955863.128734134
4.25418060201	32030508.527311146
4.33444816054	31961147.799832806
4.41471571906	31969657.370110955
4.49498327759	32051255.51275113
4.57525083612	32097445.41484912
4.65551839465	32167518.59201692
4.73578595318	32207632.374249738
4.81605351171	32176740.773034774
4.89632107023	32104036.110294048
4.97658862876	32056461.913754027
5.05685618729	32090292.97965629
5.13712374582	32085569.00590414
5.21739130435	31922105.26519002
5.29765886288	31858368.157284684
5.3779264214	31783820.854432475
5.45819397993	31641535.657364
5.53846153846	31609303.374938272
5.61872909699	31531789.04594877
5.69899665552	31372110.82115362
5.77926421405	31119942.24912744
5.85953177258	30895818.07595077
5.9397993311	30586835.137501504
6.02006688963	30425233.935754064
6.10033444816	30213318.98696372
6.18060200669	29928465.364855185
6.26086956522	29699013.335414182
6.34113712375	29376580.241923872
6.42140468227	29055950.72989776
6.5016722408	28816974.090147935
6.58193979933	28482922.68271118
6.66220735786	28182230.514122587
6.74247491639	27754589.703873366
6.82274247492	27292955.698809993
6.90301003344	26993671.20726136
6.98327759197	26694592.199989524
7.0635451505	26422414.091879457
7.14381270903	26127734.790770084
7.22408026756	25744731.253625907
7.30434782609	25346491.58764317
7.38461538462	24973247.974542335
7.46488294314	24676057.18045446
7.54515050167	24394616.574225735
7.6254180602	24065453.238196358
7.70568561873	23800064.645596556
7.78595317726	23439175.18803822
7.86622073579	23141641.043687463
7.94648829431	22886239.440732446
8.02675585284	22645038.374094985
8.10702341137	22353782.959417205
8.1872909699	22119450.29440672
8.26755852843	21949602.588297077
8.34782608696	21645945.366976853
8.42809364548	21392372.912203904
8.50836120401	21190477.621355735
8.58862876254	21114590.312648263
8.66889632107	20916819.506490014
8.7491638796	20835222.0180139
8.82943143813	20707686.906892948
8.90969899666	20529377.023068894
8.98996655518	20367639.587152895
9.07023411371	20360211.642954353
9.15050167224	20336000.120052285
9.23076923077	20205788.31348933
9.3110367893	20168056.880873162
9.39130434783	20107623.099774256
9.47157190635	20038734.26313041
9.55183946488	20108749.84898612
9.63210702341	20145017.5999455
9.71237458194	20126658.637046915
9.79264214047	20133193.01319486
9.872909699	20148018.648801975
9.95317725753	20149466.900466762
10.0334448161	20148724.84717105
10.1137123746	20265497.637034345
10.1939799331	20272790.644673385
10.2742474916	20272556.841666184
10.3545150502	20353651.49898478
10.4347826087	20447261.551669586
10.5150501672	20535665.38481583
10.5953177258	20638721.917340513
10.6755852843	20750520.128669403
10.7558528428	20815841.765508696
10.8361204013	20871902.03656509
10.9163879599	20916627.42930436
10.9966555184	21010221.071479533
11.0769230769	21117845.781859223
11.1571906355	21202709.359412506
11.237458194	21337848.690208532
11.3177257525	21368591.0125621
11.397993311	21487669.383198112
11.4782608696	21633829.17968727
11.5585284281	21735857.581111576
11.6387959866	21821439.221359685
11.7190635452	21922994.698551267
11.7993311037	21935653.976106316
11.8795986622	21979437.384183623
11.9598662207	22122935.594724055
12.0401337793	22347500.9626166
12.1204013378	22453467.985030938
12.2006688963	22605173.092365894
12.2809364548	22769735.939760253
12.3612040134	22917247.71546118
12.4414715719	23032786.039176583
12.5217391304	23249037.103114393
12.602006689	23451971.609331682
12.6822742475	23596203.246416226
12.762541806	23814148.17944469
12.8428093645	24041662.90310364
12.9230769231	24381167.26265979
13.0033444816	24824773.34804374
13.0836120401	25400685.997721255
13.1638795987	26101026.568176877
13.2441471572	27009637.4373029
13.3244147157	27998922.640303522
13.4046822742	28895271.94067483
13.4849498328	29358609.60996217
13.5652173913	29205398.950861473
13.6454849498	29235774.780008387
13.7257525084	29715027.73539256
13.8060200669	30076572.609998014
13.8862876254	30230239.226714365
13.9665551839	30799182.275901277
14.0468227425	30814455.079239182
14.127090301	31079260.31196548
14.2073578595	31056001.13207905
14.2876254181	31460639.00589828
14.3678929766	31486324.64820807
14.4481605351	31687965.24406807
14.5284280936	31609806.530427936
14.6086956522	32162909.918010626
14.6889632107	32188665.96435259
14.7692307692	32421055.30829176
14.8494983278	32521675.23664311
14.9297658863	32584355.31198294
15.0100334448	32690161.684136614
15.0903010033	33014170.596018285
15.1705685619	33011866.571090363
15.2508361204	32982673.725838266
15.3311036789	33167511.465963915
15.4113712375	33341137.85816829
15.491638796	33095841.71899281
15.5719063545	33173077.61998176
15.652173913	33258724.22184337
15.7324414716	32915581.844092067
15.8127090301	32773822.45177975
15.8929765886	33117587.121188685
15.9732441472	32942599.85553961
16.0535117057	32892262.90506499
16.1337792642	32950364.95189915
16.2140468227	32568953.3752017
16.2943143813	32338040.466337886
16.3745819398	32169153.94534078
16.4548494983	32484471.076486655
16.5351170569	32366665.427977722
16.6153846154	32447905.50721686
16.6956521739	32266808.853313424
16.7759197324	31834564.968852475
16.856187291	32048026.503989965
16.9364548495	32308849.535384282
17.016722408	32562321.107979562
17.0969899666	32087776.2605817
17.1772575251	32079143.919370517
17.2575250836	32126337.07927729
17.3377926421	32689641.335443947
17.4180602007	32622634.152874645
17.4983277592	32447877.54138565
17.5785953177	32676608.77702335
17.6588628763	33298689.511918113
17.7391304348	33453433.085168928
17.8193979933	33569569.51965366
17.8996655518	33704560.46956101
17.9799331104	34268688.72494682
18.0602006689	34606012.51595435
18.1404682274	35082010.115466915
18.220735786	35729581.18804401
18.3010033445	35918460.92867481
18.381270903	36302682.32296218
18.4615384615	36765129.5801578
18.5418060201	37647779.50329078
18.6220735786	38445299.084965706
18.7023411371	38749813.69912748
18.7826086957	39334273.900675565
18.8628762542	39663776.58100211
18.9431438127	40250721.985163316
19.0234113712	40879289.303557865
19.1036789298	41884251.26294007
19.1839464883	42629597.798163496
19.2642140468	42998553.40340228
19.3444816054	43471912.43143863
19.4247491639	43965371.324054874
19.5050167224	43969652.123550504
19.5852842809	44834133.63777039
19.6655518395	45545527.24246662
19.745819398	45937555.29831519
19.8260869565	45980244.00123289
19.9063545151	46003537.82591898
19.9866220736	46060851.34160551
20.0668896321	46149986.92537235
20.1471571906	45952024.50732595
20.2274247492	45484355.774233215
20.3076923077	45218622.00546912
20.3879598662	45221279.03271698
20.4682274247	45162456.46796853
20.5484949833	45120859.80473981
20.6287625418	44928679.01972713
20.7090301003	44409590.6476066
20.7892976589	44013153.227590226
20.8695652174	43615022.23160857
20.9498327759	43409336.89358877
21.0301003344	43493605.07873773
21.110367893	43633134.41787267
21.1906354515	43212655.17684923
21.27090301	42367877.145639084
21.3511705686	40899731.23853796
21.4314381271	39622209.90241893
21.5117056856	39020707.761048816
21.5919732441	38668908.07702734
21.6722408027	38473233.77541905
21.7525083612	38003650.61051279
21.8327759197	37539546.73897252
21.9130434783	36497098.45362691
21.9933110368	35874368.92723313
22.0735785953	35579894.448828846
22.1538461538	34875991.5435776
22.2341137124	34447511.946298346
22.3143812709	33895488.73683475
22.3946488294	33409184.263730686
22.474916388	32963889.97749986
22.5551839465	32599288.832796864
22.635451505	32161306.11023032
22.7157190635	31675070.40921219
22.7959866221	31419118.387505498
22.8762541806	30783868.27698175
22.9565217391	30395425.632401314
23.0367892977	29985681.707318775
23.1170568562	29834459.635796178
23.1973244147	29310392.599854287
23.2775919732	28928959.18794864
23.3578595318	28737724.15059068
23.4381270903	28325683.630152732
23.5183946488	28137881.400643773
23.5986622074	27866707.463172648
23.6789297659	27591889.256480824
23.7591973244	27407605.718683448
23.8394648829	27200396.97515068
23.9197324415	27108225.760566406
24.0	27012933.588139635
