<galaxypower>	<timestamp>
0.0	112624613.78439379
0.0802675585284	110826080.65793419
0.160535117057	111602698.73857564
0.240802675585	111000599.79831398
0.321070234114	110779678.02520707
0.401337792642	111676235.05828156
0.481605351171	110164553.13760181
0.561872909699	109958462.28376417
0.642140468227	110025541.78454815
0.722408026756	110217377.06363487
0.802675585284	109977940.93741855
0.882943143813	109094101.53075282
0.963210702341	108977421.79416145
1.04347826087	108842915.86027737
1.1237458194	108397963.49037445
1.20401337793	108375002.3045818
1.28428093645	107636682.41040316
1.36454849498	107325923.85185264
1.44481605351	107065543.4925351
1.52508361204	107159052.10256055
1.60535117057	107198032.16328622
1.6856187291	106294250.6595358
1.76588628763	105330536.16750897
1.84615384615	105239263.61524114
1.92642140468	104870031.62243006
2.00668896321	105274351.10040599
2.08695652174	104938420.93757775
2.16722408027	104668773.76515137
2.2474916388	104500936.8061677
2.32775919732	104196962.03906648
2.40802675585	104090114.69046953
2.48829431438	103656756.50984293
2.56856187291	103334235.20648652
2.64882943144	103600460.60571888
2.72909698997	103783226.79090174
2.80936454849	103496403.8794556
2.88963210702	103299436.3471409
2.96989966555	103100716.07244661
3.05016722408	102496581.19444676
3.13043478261	102196869.0291932
3.21070234114	101681549.3868222
3.29096989967	101426607.71008071
3.37123745819	101463028.97394289
3.45150501672	101348063.67592712
3.53177257525	101265999.62989548
3.61204013378	101606461.43277517
3.69230769231	101870975.72556904
3.77257525084	100796512.62934136
3.85284280936	100349772.23968884
3.93311036789	99444101.90748434
4.01337792642	99166621.67019773
4.09364548495	99605511.89810264
4.17391304348	99652973.65753236
4.25418060201	99639239.05365634
4.33444816054	99765856.01307242
4.41471571906	99905479.27763872
4.49498327759	99063974.89191036
4.57525083612	97974142.72105555
4.65551839465	97974179.30714613
4.73578595318	97510347.51514268
4.81605351171	97473200.2206211
4.89632107023	97329093.21852596
4.97658862876	96927870.1771402
5.05685618729	96766362.71692036
5.13712374582	96939812.99055432
5.21739130435	97058275.16201092
5.29765886288	96518379.3283775
5.3779264214	95789280.23064329
5.45819397993	94912811.4407282
5.53846153846	94646166.3848452
5.61872909699	94488124.6251898
5.69899665552	94221470.2334058
5.77926421405	93935044.23755498
5.85953177258	93963586.99465224
5.9397993311	93956697.12057188
6.02006688963	93349983.60451235
6.10033444816	93285932.48046097
6.18060200669	93072956.28062445
6.26086956522	92895239.61239642
6.34113712375	92740688.67565906
6.42140468227	92136622.59748279
6.5016722408	91822104.50024925
6.58193979933	91739820.03365827
6.66220735786	91666544.779846
6.74247491639	91968799.85862452
6.82274247492	91706460.05011615
6.90301003344	91344562.04756826
6.98327759197	90873529.26333225
7.0635451505	90479294.1235001
7.14381270903	90391742.78093927
7.22408026756	90091527.56475964
7.30434782609	89799193.28942674
7.38461538462	89517920.61667976
7.46488294314	89484377.04079185
7.54515050167	89151191.24534975
7.6254180602	88997196.28360702
7.70568561873	89114452.3563125
7.78595317726	88828194.7207705
7.86622073579	88691746.34556879
7.94648829431	88443940.03092158
8.02675585284	88184733.36576591
8.10702341137	88249881.4573093
8.1872909699	88109755.3655852
8.26755852843	87775154.29496711
8.34782608696	87629621.22232388
8.42809364548	87461725.71764894
8.50836120401	87535310.85821517
8.58862876254	87409617.9304721
8.66889632107	87416733.68399374
8.7491638796	87381864.74143372
8.82943143813	87423069.97556597
8.90969899666	87228237.69333412
8.98996655518	87031996.77014458
9.07023411371	86969825.39357115
9.15050167224	86876020.90141049
9.23076923077	86867744.80313611
9.3110367893	87156603.27450089
9.39130434783	87031543.97630897
9.47157190635	87196140.51572497
9.55183946488	87060165.77274026
9.63210702341	87069727.21866894
9.71237458194	87511561.86493878
9.79264214047	87524503.97601812
9.872909699	87327857.56282361
9.95317725753	87555427.99606152
10.0334448161	87694810.82400538
10.1137123746	87945715.94736813
10.1939799331	88076557.07829405
10.2742474916	88294019.26985236
10.3545150502	88214310.37141392
10.4347826087	88522607.88266963
10.5150501672	88743064.80686891
10.5953177258	89265967.91568168
10.6755852843	89492890.99320571
10.7558528428	89669741.88932204
10.8361204013	89380578.13920662
10.9163879599	89726597.63874991
10.9966555184	89843978.28463273
11.0769230769	90349748.2211253
11.1571906355	90750981.84352179
11.237458194	90784444.99343313
11.3177257525	91024119.25940117
11.397993311	91294126.33282866
11.4782608696	91871289.74517642
11.5585284281	92517690.90213573
11.6387959866	92923730.11947276
11.7190635452	93305586.88567297
11.7993311037	93600287.90252596
11.8795986622	93997442.26211642
11.9598662207	94265293.09213501
12.0401337793	94740680.97831453
12.1204013378	95311265.31403273
12.2006688963	96242232.80581632
12.2809364548	97141703.77596971
12.3612040134	97963471.33214973
12.4414715719	98277013.70660585
12.5217391304	98930930.33521815
12.602006689	100136563.17373301
12.6822742475	101140815.11139944
12.762541806	102532802.43144223
12.8428093645	104159053.1322953
12.9230769231	105817586.537974
13.0033444816	107108163.86386766
13.0836120401	108983192.68528427
13.1638795987	111674623.54887956
13.2441471572	114320451.74264266
13.3244147157	116279734.95014928
13.4046822742	118737797.16796039
13.4849498328	120629626.17296371
13.5652173913	122650894.853349
13.6454849498	123947054.74004215
13.7257525084	125847992.69772288
13.8060200669	128883662.31882598
13.8862876254	130625225.16626003
13.9665551839	131445869.3806968
14.0468227425	131121699.8984602
14.127090301	131139111.13412066
14.2073578595	132399828.24840902
14.2876254181	133006231.01541215
14.3678929766	134931760.5615165
14.4481605351	136375515.2570242
14.5284280936	137482440.7601974
14.6086956522	136207170.07062355
14.6889632107	135871892.10965008
14.7692307692	135593432.17767665
14.8494983278	136407690.26518866
14.9297658863	138245770.54051647
15.0100334448	138031765.4415732
15.0903010033	137840742.15612572
15.1705685619	137650655.33514076
15.2508361204	139035592.5323113
15.3311036789	138057623.80450588
15.4113712375	139625420.21658862
15.491638796	140318146.2344959
15.5719063545	137669833.27406016
15.652173913	138616527.90365684
15.7324414716	137433799.33463833
15.8127090301	137389781.37394345
15.8929765886	138907469.82826298
15.9732441472	139355332.5037721
16.0535117057	139642604.1990086
16.1337792642	137083150.64603782
16.2140468227	137791699.82353938
16.2943143813	137495525.85125044
16.3745819398	137389270.01747042
16.4548494983	138527128.23678052
16.5351170569	137870899.91629004
16.6153846154	135829256.89746013
16.6956521739	134465619.97435468
16.7759197324	135487383.64862382
16.856187291	137116952.31569478
16.9364548495	136236805.9031269
17.016722408	134648306.84162614
17.0969899666	133038409.99033764
17.1772575251	134123501.14506249
17.2575250836	134408502.51470503
17.3377926421	133501723.76327989
17.4180602007	131248762.1576457
17.4983277592	132982588.58054885
17.5785953177	132048153.96560031
17.6588628763	130605923.90582372
17.7391304348	129719859.66695404
17.8193979933	130576311.77430336
17.8996655518	128921829.69794682
17.9799331104	127543041.18240213
18.0602006689	128963258.40414262
18.1404682274	128157237.28974791
18.220735786	126482551.3225048
18.3010033445	126930463.55491127
