<galaxypower>	<timestamp>
0.0	32339736.821987107
0.0802675585284	31966808.031888407
0.160535117057	32058207.412991196
0.240802675585	31972296.25990633
0.321070234114	32004893.716377158
0.401337792642	32048603.119213346
0.481605351171	31668607.124418303
0.561872909699	31616423.274003394
0.642140468227	31703679.117468763
0.722408026756	31724935.472839493
0.802675585284	31725777.24431275
0.882943143813	31833588.79683821
0.963210702341	31991125.32291769
1.04347826087	32071645.079558294
1.1237458194	32082652.158016853
1.20401337793	32251497.940971114
1.28428093645	32400706.62138451
1.36454849498	32551502.79355931
1.44481605351	32766862.59472636
1.52508361204	33002388.57939394
1.60535117057	33245189.002876893
1.6856187291	33256807.837838937
1.76588628763	33282761.882760983
1.84615384615	33454187.223471623
1.92642140468	33614409.48454127
2.00668896321	33951444.11430121
2.08695652174	34189520.98011445
2.16722408027	34419808.86350636
2.2474916388	34619761.0902353
2.32775919732	34784473.955517925
2.40802675585	34899685.470276475
2.48829431438	35017846.99918303
2.56856187291	35227664.081071906
2.64882943144	35438263.246823445
2.72909698997	35650095.88668172
2.80936454849	35805530.396648794
2.88963210702	35923054.79947661
2.96989966555	36128486.665349655
3.05016722408	36249176.4848292
3.13043478261	36329504.63348537
3.21070234114	36320453.93827108
3.29096989967	36267710.31110769
3.37123745819	36325447.607769534
3.45150501672	36398895.724476956
3.53177257525	36621444.03455882
3.61204013378	36848950.5637073
3.69230769231	37032266.01859113
3.77257525084	36998878.74736411
3.85284280936	37005731.84651116
3.93311036789	36769793.42438377
4.01337792642	36809834.86941494
4.09364548495	37037553.765699595
4.17391304348	37004514.255582325
4.25418060201	37078215.153050736
4.33444816054	37235789.84511176
4.41471571906	37226922.97853173
4.49498327759	37111571.47128667
4.57525083612	37046370.00961018
4.65551839465	37041492.59394171
4.73578595318	36847337.97452107
4.81605351171	36715651.23173009
4.89632107023	36589595.96626127
4.97658862876	36586289.05986821
5.05685618729	36569611.08581448
5.13712374582	36565431.22394174
5.21739130435	36554732.76931579
5.29765886288	36437731.17976671
5.3779264214	36173440.15765869
5.45819397993	35927246.025681496
5.53846153846	35787545.985201105
5.61872909699	35502457.738414995
5.69899665552	35293366.64361006
5.77926421405	35002229.91141619
5.85953177258	34764870.78277953
5.9397993311	34502782.4610677
6.02006688963	34288261.3718671
6.10033444816	33935876.29624841
6.18060200669	33578917.00470954
6.26086956522	33259016.492136557
6.34113712375	32827208.7521574
